algorithm,experiment,condition,trial,network_seed,parameter_source,noise_type,noise_rate_hz,teacher_weight,ciphertext_bytes,simulation_wall_s,decoder_tie_fraction,victor_purpura_mean,van_rossum_mean,bit_errors,ber,ciphertext_byte_accuracy,exact_ciphertext_recovery,decryption_success,exact_plaintext_recovery,plaintext_byte_accuracy,noise_seed
DES,teaching_weight_sweep,teacher_assisted_then_off,0,596845256,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6240989759098738,0.07395833333333333,91.07562499999997,7.193260486349999,42,0.04375,0.7166666666666667,False,False,False,,1509783192
DES,teaching_weight_sweep,teacher_assisted_then_off,0,596845256,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6096518698614091,0.06770833333333333,91.83312500000002,7.2507002007792085,41,0.042708333333333334,0.725,False,False,False,,1509783192
DES,teaching_weight_sweep,teacher_assisted_then_off,1,1418990130,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.6070940589997917,0.023958333333333335,81.971875,6.6601840891098805,9,0.009375,0.925,False,True,False,0.49523809523809526,2088167051
DES,teaching_weight_sweep,teacher_assisted_then_off,1,1418990130,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6207931190729141,0.026041666666666668,83.89000000000006,6.7845535834647075,16,0.016666666666666666,0.875,False,False,False,,2088167051
DES,teaching_weight_sweep,teacher_assisted_then_off,1,1418990130,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.6041823299601674,0.06354166666666666,88.1525,7.026253639749918,23,0.023958333333333335,0.8166666666666667,False,False,False,,2088167051
DES,teaching_weight_sweep,teacher_assisted_then_off,1,1418990130,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6074420961085707,0.08020833333333334,90.95812500000001,7.18942275599095,41,0.042708333333333334,0.7,False,False,False,,2088167051
DES,teaching_weight_sweep,teacher_assisted_then_off,1,1418990130,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6077252009417862,0.071875,91.91187500000004,7.253046562896307,41,0.042708333333333334,0.725,False,False,False,,2088167051
DES,teaching_weight_sweep,teacher_assisted_then_off,2,1302152157,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.6082597880158573,0.025,81.92124999999999,6.664066335425531,13,0.013541666666666667,0.8916666666666666,False,False,False,,1234915422
DES,teaching_weight_sweep,teacher_assisted_then_off,2,1302152157,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6084606810472906,0.026041666666666668,83.66687500000003,6.773725726593837,16,0.016666666666666666,0.875,False,False,False,,1234915422
DES,teaching_weight_sweep,teacher_assisted_then_off,2,1302152157,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.6131373860407621,0.05625,88.045625,7.019381179049066,19,0.019791666666666666,0.85,False,False,False,,1234915422
DES,teaching_weight_sweep,teacher_assisted_then_off,2,1302152157,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6104842440690845,0.071875,90.81625,7.180309454527851,39,0.040625,0.725,False,False,False,,1234915422
DES,teaching_weight_sweep,teacher_assisted_then_off,2,1302152157,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6054934330750257,0.06979166666666667,91.58937500000002,7.240827461277838,40,0.041666666666666664,0.7083333333333333,False,False,False,,1234915422
DES,teaching_weight_sweep,teacher_assisted_then_off,3,983200591,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.6091354670934379,0.022916666666666665,81.60375000000002,6.645876452512678,11,0.011458333333333333,0.9166666666666666,False,False,False,,1813037159
DES,teaching_weight_sweep,teacher_assisted_then_off,3,983200591,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6116179609671235,0.030208333333333334,84.33312500000004,6.816045439089956,19,0.019791666666666666,0.8583333333333334,False,False,False,,1813037159
DES,teaching_weight_sweep,teacher_assisted_then_off,3,983200591,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.6212058630771935,0.06458333333333334,88.363125,7.037042935564241,21,0.021875,0.8416666666666667,False,False,False,,1813037159
DES,teaching_weight_sweep,teacher_assisted_then_off,3,983200591,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6063813560176641,0.08020833333333334,90.64624999999998,7.167465895314512,39,0.040625,0.725,False,False,False,,1813037159
DES,teaching_weight_sweep,teacher_assisted_then_off,3,983200591,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6091024409979582,0.06979166666666667,91.33312499999997,7.217944661996006,39,0.040625,0.7333333333333334,False,False,False,,1813037159
DES,teaching_weight_sweep,teacher_assisted_then_off,4,620684977,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.610873845173046,0.03333333333333333,82.28812500000002,6.679514526551566,17,0.017708333333333333,0.8666666666666667,False,False,False,,574635200
DES,teaching_weight_sweep,teacher_assisted_then_off,4,620684977,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.61109235486947,0.028125,83.91812500000002,6.787949348796285,16,0.016666666666666666,0.875,False,False,False,,574635200
DES,teaching_weight_sweep,teacher_assisted_then_off,4,620684977,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.617573682917282,0.05625,87.825625,7.003866263154323,18,0.01875,0.8583333333333334,False,False,False,,574635200
DES,teaching_weight_sweep,teacher_assisted_then_off,4,620684977,ES+teacher training,poisson_excitatory,10.0,900.0,120,0.6203868188895285,0.08125,91.14437500000001,7.195286759107504,43,0.04479166666666667,0.7,False,False,False,,574635200
DES,teaching_weight_sweep,teacher_assisted_then_off,4,620684977,ES+teacher training,poisson_excitatory,10.0,1200.0,120,0.6121334149502218,0.07291666666666667,91.665625,7.240731620688154,40,0.041666666666666664,0.7166666666666667,False,False,False,,574635200
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1408882235,ES+teacher training,poisson_excitatory,10.0,0.0,120,0.6110683029983193,0.03229166666666667,81.90812500000001,6.665079126772017,20,0.020833333333333332,0.8416666666666667,False,False,False,,130788549
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1408882235,ES+teacher training,poisson_excitatory,10.0,300.0,120,0.6102736708708107,0.028125,84.10562500000002,6.803548777231643,19,0.019791666666666666,0.85,False,False,False,,130788549
DES,teaching_weight_sweep,teacher_assisted_then_off,5,1408882235,ES+teacher training,poisson_excitatory,10.0,600.0,120,0.6093989158980548,0.0625,88.248125,7.036251421088592,23,0.023958333333333335,0.8416666666666667,False,False,False,,130788549
